manufacturer,date,avg_price,tdp,sales,units,date_new,channel,SOM
COMESTIBLES,MAYO 2020,1343.723087,648,1217.648,0.9061748002845766,2020-05-01,SUPERCADENAS,3.574300139493775
COMESTIBLES,MAYO 2021,1323.295698,707,1290.526,0.975236299755582,2021-05-01,SUPERCADENAS,3.765693660791807
COMESTIBLES,MAYO 2022,1717.591572,621,2155.209,1.254785500309849,2022-05-01,SUPERCADENAS,4.171117120248923
COMESTIBLES,NOVIEMBRE 2019,1341.123286,688,1344.127,1.002239700131491,2019-11-01,SUPERCADENAS,3.839492718393077
COMESTIBLES,NOVIEMBRE 2020,1509.021652,762,1184.984,0.7852663998753545,2020-11-01,SUPERCADENAS,3.5126726639025554
COMESTIBLES,NOVIEMBRE 2021,1516.98335,692,1444.521,0.9522326003116646,2021-11-01,SUPERCADENAS,3.56339110309292
COMESTIBLES,OCTUBRE 2019,1252.76609,657,1524.523,1.21692549963577,2019-10-01,SUPERCADENAS,3.893822465318173
COMESTIBLES,OCTUBRE 2020,1469.405918,800,1298.745,0.8838571997639116,2020-10-01,SUPERCADENAS,3.703364375844327
COMESTIBLES,OCTUBRE 2021,1459.96362,708,1499.539,1.0271071001070562,2021-10-01,SUPERCADENAS,3.4731267351864283
COMESTIBLES,SEPTIEMBRE 2019,1184.30983,683,1462.677,1.235045900108758,2019-09-01,SUPERCADENAS,3.9499346618090367
COMESTIBLES,SEPTIEMBRE 2020,1386.857013,814,1129.677,0.8145590997563062,2020-09-01,SUPERCADENAS,3.580437463123628
COMESTIBLES,SEPTIEMBRE 2021,1604.685909,728,1394.193,0.868826099974185,2021-09-01,SUPERCADENAS,3.4150157000391124
OTROS,ABRIL 2020,2035.294877,7946,11787.394,5.7914920010875655,2020-04-01,SUPERCADENAS,32.260805291131646
OTROS,ABRIL 2021,2251.700375,7980,12752.542,5.663516399245615,2021-04-01,SUPERCADENAS,37.131529562700194
OTROS,ABRIL 2022,2509.392468,7030,17356.144,6.916472501343302,2022-04-01,SUPERCADENAS,35.0747043981346
OTROS,AGOSTO 2019,1882.44018,8459,13848.693,7.356777201812596,2019-08-01,SUPERCADENAS,36.82254122326879
OTROS,AGOSTO 2020,2213.445549,7966,11797.916,5.330113498988088,2020-08-01,SUPERCADENAS,39.7692611355988
OTROS,AGOSTO 2021,2393.272915,7788,14869.099,6.212872300023501,2021-08-01,SUPERCADENAS,36.47292686310682
OTROS,AGOSTO 2022,2420.524788,7429,24341.567,10.056318002061294,2022-08-01,SUPERCADENAS,41.563517148875725
OTROS,DICIEMBRE 2019,2175.95953,8780,14914.756,6.85433519988306,2019-12-01,SUPERCADENAS,39.47989241493757
OTROS,DICIEMBRE 2020,2474.789743,8429,15109.684,6.1054414997225885,2020-12-01,SUPERCADENAS,40.37203218276691
OTROS,DICIEMBRE 2021,2563.258708,7557,17650.763,6.886063800314611,2021-12-01,SUPERCADENAS,39.16148914255266
OTROS,ENERO 2020,2104.722967,8485,15013.73,7.133352101630769,2020-01-01,SUPERCADENAS,36.54686880640658
OTROS,ENERO 2021,2426.413313,8233,14038.714,5.785788400016085,2021-01-01,SUPERCADENAS,37.09835632884585
OTROS,ENERO 2022,2466.819325,7212,18435.308,7.473311001404613,2022-01-01,SUPERCADENAS,37.07265455278176
OTROS,FEBRERO 2020,1876.929595,8358,12872.614,6.8583361007742,2020-02-01,SUPERCADENAS,35.01419473355814
OTROS,FEBRERO 2021,2258.163126,8098,11609.561,5.141152499715382,2021-02-01,SUPERCADENAS,36.48862842796675
OTROS,FEBRERO 2022,2250.155837,6939,16648.041,7.398616898550393,2022-02-01,SUPERCADENAS,37.84278946497342
OTROS,JULIO 2020,2185.08698,8010,12098.64,5.536914599161631,2020-07-01,SUPERCADENAS,39.85075039822292
OTROS,JULIO 2021,2397.809077,7749,14658.737,6.113387900900001,2021-07-01,SUPERCADENAS,35.70516518496139
OTROS,JULIO 2022,2424.388263,7485,24052.996,9.921264001763566,2022-07-01,SUPERCADENAS,40.56297431056171
OTROS,JUNIO 2020,2195.014806,8371,12534.152,5.710281300034201,2020-06-01,SUPERCADENAS,39.549782898495046
OTROS,JUNIO 2021,2377.722241,7775,13578.544,5.710736000134845,2021-06-01,SUPERCADENAS,36.83036445057999
OTROS,JUNIO 2022,2321.778758,7490,21114.074,9.09392160094868,2022-06-01,SUPERCADENAS,39.56389475403782
OTROS,MARZO 2020,1898.467408,8478,15900.217,8.37529100209868,2020-03-01,SUPERCADENAS,34.63299459096639
OTROS,MARZO 2021,2212.770716,8344,14181.925,6.409125399868135,2021-03-01,SUPERCADENAS,36.30271133181484
OTROS,MARZO 2022,2460.808475,6993,18770.124,7.627624900796069,2022-03-01,SUPERCADENAS,36.97586394264236
OTROS,MAYO 2020,2130.487988,8008,12416.102,5.82782070114164,2020-05-01,SUPERCADENAS,36.44639100180754
OTROS,MAYO 2021,2284.711111,7823,12944.944,5.6658997006996215,2021-05-01,SUPERCADENAS,37.772732637780976
OTROS,MAYO 2022,2347.095634,7172,18821.032,8.018860300091207,2022-05-01,SUPERCADENAS,36.42557580074732
OTROS,NOVIEMBRE 2019,1928.938774,8464,12979.585,6.72887350026383,2019-11-01,SUPERCADENAS,37.07612606194505
OTROS,NOVIEMBRE 2020,2341.865148,8232,13361.291,5.705405800761334,2020-11-01,SUPERCADENAS,39.607152206398766
OTROS,NOVIEMBRE 2021,2222.992772,7782,15406.246,6.930407599184042,2021-11-01,SUPERCADENAS,38.00462570531053
OTROS,OCTUBRE 2019,1882.380464,8421,14073.082,7.476215499015081,2019-10-01,SUPERCADENAS,35.944412021245206
OTROS,OCTUBRE 2020,2346.689959,8078,13830.21,5.893496900584812,2020-10-01,SUPERCADENAS,39.43676936153439
OTROS,OCTUBRE 2021,2191.12257,7519,15842.823,7.230459499123319,2021-10-01,SUPERCADENAS,36.69403204726683
OTROS,SEPTIEMBRE 2019,1866.235361,8498,13810.405,7.40014110149529,2019-09-01,SUPERCADENAS,37.29476665259715
OTROS,SEPTIEMBRE 2020,2278.263796,8256,12892.526,5.658925899027015,2020-09-01,SUPERCADENAS,40.862019041456456
OTROS,SEPTIEMBRE 2021,2297.202658,7558,15453.832,6.727239299581203,2021-09-01,SUPERCADENAS,37.85349582573348
PEPSICO,ABRIL 2020,1001.007609,4617,18868.472,18.84947909521835,2020-04-01,SUPERCADENAS,51.6409395777531
PEPSICO,ABRIL 2021,1066.793663,4785,16078.703,15.071989605547554,2021-04-01,SUPERCADENAS,46.81630029325733
PEPSICO,ABRIL 2022,1413.780426,4444,25742.4,18.20820229689614,2022-04-01,SUPERCADENAS,52.022331140980405
PEPSICO,AGOSTO 2019,1037.123912,5367,17583.717,16.95430680610901,2019-08-01,SUPERCADENAS,46.7536643415225
PEPSICO,AGOSTO 2020,966.424914,4140,13212.654,13.671681895402791,2020-08-01,SUPERCADENAS,44.538161419382384
PEPSICO,AGOSTO 2021,1103.963992,5129,19634.64,17.78558009344928,2021-08-01,SUPERCADENAS,48.16248709511126
PEPSICO,AGOSTO 2022,1741.637321,4344,26560.256,15.250164704066997,2022-08-01,SUPERCADENAS,45.3519551857335
PEPSICO,DICIEMBRE 2019,1121.6533,5038,17543.716,15.6409435963858,2019-12-01,SUPERCADENAS,46.43884353443121
PEPSICO,DICIEMBRE 2020,1156.96603,4726,16825.026,14.54236819727542,2020-12-01,SUPERCADENAS,44.95530754633188
PEPSICO,DICIEMBRE 2021,1324.732895,4854,20253.919,15.289058704924814,2021-12-01,SUPERCADENAS,44.9370732025942
PEPSICO,ENERO 2020,1249.842347,4853,20055.357,16.04630939905255,2020-01-01,SUPERCADENAS,48.81934743362561
PEPSICO,ENERO 2021,1115.578309,4663,17956.677,16.09629450046971,2021-01-01,SUPERCADENAS,47.45186787251245
PEPSICO,ENERO 2022,1251.966894,4532,23563.41,18.821112693096502,2022-01-01,SUPERCADENAS,47.38505909505624
PEPSICO,FEBRERO 2020,945.584219,4777,18234.008,19.283325201094545,2020-02-01,SUPERCADENAS,49.59747156912008
PEPSICO,FEBRERO 2021,980.658413,4624,15350.466,15.65322419764934,2021-02-01,SUPERCADENAS,48.24622137479077
PEPSICO,FEBRERO 2022,1172.163545,4561,21122.746,18.02030620223733,2022-02-01,SUPERCADENAS,48.01427566162947
PEPSICO,JULIO 2020,889.565839,4009,13082.036,14.706090798974577,2020-07-01,SUPERCADENAS,43.08988046066059
PEPSICO,JULIO 2021,1019.229702,5145,20728.909,20.337818805048915,2021-07-01,SUPERCADENAS,50.49064731491074
PEPSICO,JULIO 2022,1575.854855,4267,27255.096,17.29543549872174,2022-07-01,SUPERCADENAS,45.962995997666695
PEPSICO,JUNIO 2020,945.174682,4216,14077.437,14.894005592925945,2020-06-01,SUPERCADENAS,44.41940524713929
PEPSICO,JUNIO 2021,1164.762776,5146,18786.036,16.128636995521568,2021-06-01,SUPERCADENAS,50.95513572454573
PEPSICO,JUNIO 2022,1647.535688,4196,25263.16,15.333907595451128,2022-06-01,SUPERCADENAS,47.33851948204871
PEPSICO,MARZO 2020,929.036357,4869,22931.183,24.68276168873336,2020-03-01,SUPERCADENAS,49.94746529581707
PEPSICO,MARZO 2021,937.301945,4663,18769.834,20.02538680318219,2021-03-01,SUPERCADENAS,48.04678246768922
PEPSICO,MARZO 2022,1217.094164,4792,25664.865,21.0870002988528,2022-03-01,SUPERCADENAS,50.55803341236765
PEPSICO,MAYO 2020,953.722274,4407,16263.773,17.052944492727658,2020-05-01,SUPERCADENAS,47.74089564684957
PEPSICO,MAYO 2021,1094.808391,4978,16048.101,14.658364999688793,2021-05-01,SUPERCADENAS,46.82759758691158
PEPSICO,MAYO 2022,1499.613757,4269,25956.137,17.308548203722566,2022-05-01,SUPERCADENAS,50.23461177835955
PEPSICO,NOVIEMBRE 2019,1103.145197,5121,16708.396,15.146143993953318,2019-11-01,SUPERCADENAS,47.727457880117
PEPSICO,NOVIEMBRE 2020,1080.613984,4659,15335.046,14.191049002749162,2020-11-01,SUPERCADENAS,45.457995115451546
PEPSICO,NOVIEMBRE 2021,1215.876458,5296,18419.222,15.148925599149978,2021-11-01,SUPERCADENAS,45.43713230939071
PEPSICO,OCTUBRE 2019,998.872566,5253,18893.04,18.91436469784876,2019-10-01,SUPERCADENAS,48.25518774735104
PEPSICO,OCTUBRE 2020,999.188652,4392,16123.507,16.13659939764808,2020-10-01,SUPERCADENAS,45.97609341131373
PEPSICO,OCTUBRE 2021,1046.61344,4971,20445.947,19.535337707874262,2021-10-01,SUPERCADENAS,47.35546401387676
PEPSICO,SEPTIEMBRE 2019,1051.018332,5276,17378.631,16.535040798888748,2019-09-01,SUPERCADENAS,46.930701010331774
PEPSICO,SEPTIEMBRE 2020,1007.665487,4333,14103.37,13.996083206132472,2020-09-01,SUPERCADENAS,44.69971000940434
PEPSICO,SEPTIEMBRE 2021,1167.583218,4923,18997.207,16.270537900108803,2021-09-01,SUPERCADENAS,46.53284026092007
RAMO,ABRIL 2020,1446.02596,671,1395.825,0.9652835001662072,2020-04-01,SUPERCADENAS,3.8202200202601047
RAMO,ABRIL 2021,1531.210258,549,1108.173,0.7237235998193006,2021-04-01,SUPERCADENAS,3.226663241735347
RAMO,ABRIL 2022,1798.386447,539,1550.451,0.8621344998381207,2022-04-01,SUPERCADENAS,3.1332772134635545
RAMO,AGOSTO 2019,1440.509825,813,1203.775,0.8356590001043555,2019-08-01,SUPERCADENAS,3.200739200518085
RAMO,AGOSTO 2020,1469.388143,561,1098.715,0.7477363998301979,2020-08-01,SUPERCADENAS,3.703627297278557
RAMO,AGOSTO 2021,1629.614754,591,1343.78,0.8245997998616549,2021-08-01,SUPERCADENAS,3.2962044075505643
RAMO,AGOSTO 2022,2028.045044,524,1746.148,0.8610006001424887,2022-08-01,SUPERCADENAS,2.981568620560667
RAMO,DICIEMBRE 2019,1487.56512,766,1057.916,0.7111728997786665,2019-12-01,SUPERCADENAS,2.8003414782005884
RAMO,DICIEMBRE 2020,1556.149637,557,1135.258,0.7295300998100609,2020-12-01,SUPERCADENAS,3.0333309757996
RAMO,DICIEMBRE 2021,1771.680112,571,1386.449,0.7825616998290265,2021-12-01,SUPERCADENAS,3.076094073678458
RAMO,ENERO 2020,1530.627128,775,1131.281,0.7390963999692026,2020-01-01,SUPERCADENAS,2.7537979096587217
RAMO,ENERO 2021,1573.03942,561,1188.268,0.7553961997977139,2021-01-01,SUPERCADENAS,3.140087452323981
RAMO,ENERO 2022,1798.046662,557,1609.88,0.8953494000035023,2022-01-01,SUPERCADENAS,3.2374031999591377
RAMO,FEBRERO 2020,1449.01139,782,1041.765,0.7189487999814826,2020-02-01,SUPERCADENAS,2.8336562081800327
RAMO,FEBRERO 2021,1505.242466,548,993.165,0.6598039999756424,2021-02-01,SUPERCADENAS,3.121498621064277
RAMO,FEBRERO 2022,1656.783536,551,1470.684,0.8876742000652039,2022-02-01,SUPERCADENAS,3.343023060881756
RAMO,JULIO 2020,1456.754233,567,1132.28,0.7772621999993872,2020-07-01,SUPERCADENAS,3.729527257683496
RAMO,JULIO 2021,1557.982645,541,1238.623,0.7950171999509019,2021-07-01,SUPERCADENAS,3.016988354241735
RAMO,JULIO 2022,2024.993302,536,1787.576,0.8827565001002655,2022-07-01,SUPERCADENAS,3.0145683043466454
RAMO,JUNIO 2020,1438.788312,606,1138.446,0.7912533000893602,2020-06-01,SUPERCADENAS,3.592208881913997
RAMO,JUNIO 2021,1559.377669,536,1158.297,0.7427943999882943,2021-06-01,SUPERCADENAS,3.141758103962653
RAMO,JUNIO 2022,2020.622858,538,1602.949,0.79329450008627,2022-06-01,SUPERCADENAS,3.003631868112718
RAMO,MARZO 2020,1407.50156,776,1443.421,1.0255200001341385,2020-03-01,SUPERCADENAS,3.1439817258775338
RAMO,MARZO 2021,1454.624098,560,1168.645,0.8033999997709373,2021-03-01,SUPERCADENAS,2.9914826149742546
RAMO,MARZO 2022,1731.727105,551,1709.947,0.9874228999840018,2022-03-01,SUPERCADENAS,3.3684789520372624
RAMO,MAYO 2020,1454.882278,622,1337.608,0.9193925998183065,2020-05-01,SUPERCADENAS,3.926432319511048
RAMO,MAYO 2021,1519.302956,546,1104.431,0.7269327000506409,2021-05-01,SUPERCADENAS,3.2226772769258085
RAMO,MAYO 2022,1764.478302,534,1438.45,0.8152268001083076,2022-05-01,SUPERCADENAS,2.7839264876965824
RAMO,NOVIEMBRE 2019,1432.094396,760,1123.166,0.7842820997953266,2019-11-01,SUPERCADENAS,3.208318617620715
RAMO,NOVIEMBRE 2020,1528.369848,555,1088.168,0.7119794998729914,2020-11-01,SUPERCADENAS,3.225678985820497
RAMO,NOVIEMBRE 2021,1707.718268,592,1321.617,0.773908099927874,2021-11-01,SUPERCADENAS,3.2602075424977235
RAMO,OCTUBRE 2019,1417.033078,759,1232.388,0.8696960001381139,2019-10-01,SUPERCADENAS,3.1476731281774906
RAMO,OCTUBRE 2020,1548.757733,555,1103.97,0.7128100002197052,2020-10-01,SUPERCADENAS,3.1479645118948385
RAMO,OCTUBRE 2021,1697.163436,584,1396.83,0.823037999977275,2021-10-01,SUPERCADENAS,3.23523937524163
RAMO,SEPTIEMBRE 2019,1349.184474,801,1178.691,0.8736321998321485,2019-09-01,SUPERCADENAS,3.183035240495582
RAMO,SEPTIEMBRE 2020,1548.143343,567,1062.625,0.6863866997876565,2020-09-01,SUPERCADENAS,3.367920528834122
RAMO,SEPTIEMBRE 2021,1653.040377,592,1350.391,0.8169134999900852,2021-09-01,SUPERCADENAS,3.307724587766197
YUPI,ABRIL 2020,727.438755,1685,3207.765,4.409670199658251,2020-04-01,SUPERCADENAS,8.779301182662335
YUPI,ABRIL 2021,957.912054,1637,3077.631,3.212853400422916,2021-04-01,SUPERCADENAS,8.9611268451092
YUPI,ABRIL 2022,1418.207132,932,2855.197,2.0132440005244594,2022-04-01,SUPERCADENAS,5.7700138218166845
YUPI,AGOSTO 2019,707.586828,1780,3393.194,4.795445400801045,2019-08-01,SUPERCADENAS,9.022225125760846
YUPI,AGOSTO 2020,816.112366,1780,2375.688,2.9109815007998545,2020-08-01,SUPERCADENAS,8.008139441636002
YUPI,AGOSTO 2021,1000.184861,1375,3463.249,3.462608898656385,2021-08-01,SUPERCADENAS,8.495123173618511
YUPI,AGOSTO 2022,1579.799199,961,3652.473,2.3119856006459463,2022-08-01,SUPERCADENAS,6.2366413867811215
YUPI,DICIEMBRE 2019,893.03208,1800,2889.639,3.235761698504717,2019-12-01,SUPERCADENAS,7.648977753173288
YUPI,DICIEMBRE 2020,1104.590305,1594,3050.442,2.7616049011040342,2020-12-01,SUPERCADENAS,8.150570362402275
YUPI,DICIEMBRE 2021,1162.152923,1356,4209.113,3.6218237003909337,2021-12-01,SUPERCADENAS,9.338697315763476
YUPI,ENERO 2020,884.447496,1722,3470.173,3.923548899956408,2020-01-01,SUPERCADENAS,8.447198488752251
YUPI,ENERO 2021,1073.548116,1586,3365.942,3.1353433999226543,2021-01-01,SUPERCADENAS,8.89475458352012
YUPI,ENERO 2022,1221.32956,1283,4553.025,3.727925000030295,2022-01-01,SUPERCADENAS,9.15594808587842
YUPI,FEBRERO 2020,766.913542,1667,3254.576,4.243732600564772,2020-02-01,SUPERCADENAS,8.852619820586924
YUPI,FEBRERO 2021,1040.155726,1619,2710.28,2.605648300781455,2021-02-01,SUPERCADENAS,8.518358261414859
YUPI,FEBRERO 2022,1171.32504,1166,3176.254,2.7116760007111265,2022-02-01,SUPERCADENAS,7.219967286798469
YUPI,JULIO 2020,734.80646,1809,2803.857,3.815776197721506,2020-07-01,SUPERCADENAS,9.2354021162139
YUPI,JULIO 2021,1218.798274,1350,2925.662,2.400448099092073,2021-07-01,SUPERCADENAS,7.126210463109099
YUPI,JULIO 2022,1584.970202,968,3591.5,2.265973199665239,2022-07-01,SUPERCADENAS,6.056705877154861
YUPI,JUNIO 2020,825.712665,1923,2699.737,3.269584099209621,2020-06-01,SUPERCADENAS,8.518646672948782
YUPI,JUNIO 2021,1214.537934,1393,1930.942,1.5898572995909406,2021-06-01,SUPERCADENAS,5.237475946826982
YUPI,JUNIO 2022,1462.068343,948,3154.293,2.1574183006573726,2022-06-01,SUPERCADENAS,5.910565449159561
YUPI,MARZO 2020,718.825711,1705,3964.594,5.515375896174644,2020-03-01,SUPERCADENAS,8.635464695694267
YUPI,MARZO 2021,967.480005,1691,3385.648,3.499450099746506,2021-03-01,SUPERCADENAS,8.666538711432775
YUPI,MARZO 2022,1180.319641,1017,2897.771,2.455073099982414,2022-03-01,SUPERCADENAS,5.70841120884096
YUPI,MAYO 2020,781.262084,1817,2831.622,3.624420099209627,2020-05-01,SUPERCADENAS,8.31198089233805
YUPI,MAYO 2021,938.164279,1565,2882.603,3.072599399193284,2021-05-01,SUPERCADENAS,8.411298837589822
YUPI,MAYO 2022,1368.199184,944,3298.999,2.411197900553637,2022-05-01,SUPERCADENAS,6.384768812947642
YUPI,NOVIEMBRE 2019,800.02883,1826,2852.658,3.565694001302428,2019-11-01,SUPERCADENAS,8.148604721924162
YUPI,NOVIEMBRE 2020,1053.044811,1684,2765.052,2.625768600838773,2020-11-01,SUPERCADENAS,8.19650102842662
YUPI,NOVIEMBRE 2021,1084.086203,1381,3946.212,3.640127500082205,2021-11-01,SUPERCADENAS,9.73464333970812
YUPI,OCTUBRE 2019,719.463089,1714,3429.317,4.766494699215904,2019-10-01,SUPERCADENAS,8.758904637908069
YUPI,OCTUBRE 2020,1030.687905,1640,2712.896,2.6321216993421497,2020-10-01,SUPERCADENAS,7.735808339412721
YUPI,OCTUBRE 2021,1008.674347,1340,3990.337,3.956021100237221,2021-10-01,SUPERCADENAS,9.242137828428342
YUPI,SEPTIEMBRE 2019,751.73486,1802,3200.006,4.256827999169813,2019-09-01,SUPERCADENAS,8.64156243476645
YUPI,SEPTIEMBRE 2020,1078.347957,1751,2363.17,2.1914725990434647,2020-09-01,SUPERCADENAS,7.489912957181444
YUPI,SEPTIEMBRE 2021,1021.811214,1349,3629.753,3.552273600316937,2021-09-01,SUPERCADENAS,8.890923625541133
COMESTIBLES,ABRIL 2020,1769.806704,513,2136.488,1.2071872002582265,2020-04-01,SUPERETES,9.7272901443171
COMESTIBLES,ABRIL 2021,1838.354395,743,2440.357,1.3274682001671392,2021-04-01,SUPERETES,9.966567873220932
COMESTIBLES,ABRIL 2022,1961.641171,830,3107.537,1.5841516001705085,2022-04-01,SUPERETES,9.580239446100734
COMESTIBLES,AGOSTO 2019,1720.616358,798,2329.713,1.3539990998969686,2019-08-01,SUPERETES,9.507404752533189
COMESTIBLES,AGOSTO 2020,1750.776286,510,1836.679,1.049065500079546,2020-08-01,SUPERETES,8.572151721026035
COMESTIBLES,AGOSTO 2021,1646.489655,744,2300.694,1.3973328001262175,2021-08-01,SUPERETES,8.573596451422887
COMESTIBLES,AGOSTO 2022,2203.553293,843,3232.116,1.4667746000368689,2022-08-01,SUPERETES,8.857406032926663
COMESTIBLES,DICIEMBRE 2019,1735.357153,747,2378.657,1.3707017001588953,2019-12-01,SUPERETES,9.272377133227138
COMESTIBLES,DICIEMBRE 2020,1832.72979,570,2312.94,1.2620190999350756,2020-12-01,SUPERETES,9.081498611001171
COMESTIBLES,DICIEMBRE 2021,2071.154628,812,2316.323,1.1183727997347768,2021-12-01,SUPERETES,8.12871320901552
COMESTIBLES,ENERO 2020,1806.892648,714,2553.975,1.4134625002912735,2020-01-01,SUPERETES,9.567375096395809
COMESTIBLES,ENERO 2021,1888.445522,573,2585.978,1.369368599662469,2021-01-01,SUPERETES,9.698010897041764
COMESTIBLES,ENERO 2022,2144.917477,767,2461.124,1.147421300068972,2022-01-01,SUPERETES,8.170855432845443
COMESTIBLES,FEBRERO 2020,1616.287154,674,2167.144,1.340816200040157,2020-02-01,SUPERETES,8.817781325090603
COMESTIBLES,FEBRERO 2021,1794.31507,646,2278.319,1.2697430000406784,2021-02-01,SUPERETES,9.404132657304714
COMESTIBLES,FEBRERO 2022,1845.704211,798,2482.577,1.3450568001115106,2022-02-01,SUPERETES,8.60211197561532
COMESTIBLES,JULIO 2020,1763.617682,463,1852.049,1.0501420001072546,2020-07-01,SUPERETES,9.00333133891162
COMESTIBLES,JULIO 2021,1660.709107,692,2253.933,1.357211200022642,2021-07-01,SUPERETES,8.524363802221316
COMESTIBLES,JULIO 2022,2273.031303,836,3582.188,1.575951899682219,2022-07-01,SUPERETES,9.921503203339013
COMESTIBLES,JUNIO 2020,1791.037325,428,1696.981,0.9474850000683264,2020-06-01,SUPERETES,9.06227088739316
COMESTIBLES,JUNIO 2021,1625.054225,689,2040.109,1.2554098002483578,2021-06-01,SUPERETES,8.293106463407526
COMESTIBLES,JUNIO 2022,2138.105014,846,3529.442,1.6507336996497963,2022-06-01,SUPERETES,10.217705404657169
COMESTIBLES,MARZO 2020,1613.649562,687,2285.753,1.4165113998896868,2020-03-01,SUPERETES,9.096914296493948
COMESTIBLES,MARZO 2021,1681.96371,709,2224.213,1.322390600210988,2021-03-01,SUPERETES,9.201454749684416
COMESTIBLES,MARZO 2022,1777.53563,810,2729.11,1.5353334998972707,2022-03-01,SUPERETES,8.84449212737435
COMESTIBLES,MAYO 2020,1773.46154,428,1736.202,0.978990500126662,2020-05-01,SUPERETES,9.171564906364251
COMESTIBLES,MAYO 2021,1745.45118,669,2187.992,1.2535395003141825,2021-05-01,SUPERETES,8.66675301762946
COMESTIBLES,MAYO 2022,1985.740267,866,3365.684,1.694926600388066,2022-05-01,SUPERETES,10.21369474311618
COMESTIBLES,NOVIEMBRE 2019,1546.78999,648,2178.052,1.4081110002528527,2019-11-01,SUPERETES,8.733745766409797
COMESTIBLES,NOVIEMBRE 2020,1844.567719,531,1995.047,1.081579699921009,2020-11-01,SUPERETES,8.505981141383684
COMESTIBLES,NOVIEMBRE 2021,1984.381228,737,2155.675,1.0863210000089762,2021-11-01,SUPERETES,8.061991098908095
COMESTIBLES,OCTUBRE 2019,1604.389784,703,2278.989,1.420470899732431,2019-10-01,SUPERETES,8.821110726801102
COMESTIBLES,OCTUBRE 2020,1918.594615,561,2269.585,1.182941400051829,2020-10-01,SUPERETES,9.318605711239398
COMESTIBLES,OCTUBRE 2021,1946.261382,823,2219.389,1.1403345000450718,2021-10-01,SUPERETES,8.017015345107238
COMESTIBLES,SEPTIEMBRE 2019,1634.436088,758,2299.909,1.4071575003060015,2019-09-01,SUPERETES,9.26397654042764
COMESTIBLES,SEPTIEMBRE 2020,1827.971031,496,1948.527,1.065950699959424,2020-09-01,SUPERETES,8.615647939922551
COMESTIBLES,SEPTIEMBRE 2021,1792.949006,690,2094.622,1.1682552002262578,2021-09-01,SUPERETES,7.895101564217058
OTROS,ABRIL 2020,1377.821945,847,4389.031,3.185484899502018,2020-04-01,SUPERETES,19.982971113997465
OTROS,ABRIL 2021,1477.622993,1448,5189.181,3.511843700715884,2021-04-01,SUPERETES,21.19293392029464
OTROS,ABRIL 2022,1688.138772,1722,7015.978,4.156043399019805,2022-04-01,SUPERETES,21.629589346345657
OTROS,AGOSTO 2019,1281.261503,1359,5430.14,4.238119999145874,2019-08-01,SUPERETES,22.160042392741325
OTROS,AGOSTO 2020,1504.376252,970,4529.954,3.011184199416623,2020-08-01,SUPERETES,21.142209921967183
OTROS,AGOSTO 2021,1516.927416,1647,5938.705,3.914956600665724,2021-08-01,SUPERETES,22.130739730727928
OTROS,AGOSTO 2022,1824.650925,1950,8392.425,4.599468799765083,2022-08-01,SUPERETES,22.99890097567184
OTROS,DICIEMBRE 2019,1363.136178,1383,5948.256,4.363655000872554,2019-12-01,SUPERETES,23.18723250850422
OTROS,DICIEMBRE 2020,1581.256153,1108,5769.199,3.648491099341828,2020-12-01,SUPERETES,22.652110606020624
OTROS,DICIEMBRE 2021,1669.550285,1745,6492.943,3.8890371007902886,2021-12-01,SUPERETES,22.785799532053545
OTROS,ENERO 2020,1464.192229,1405,6033.512,4.12071030053254,2020-01-01,SUPERETES,22.601972396991066
OTROS,ENERO 2021,1636.177489,1036,5880.148,3.5938326003946144,2021-01-01,SUPERETES,22.05190430089441
OTROS,ENERO 2022,1724.934497,1692,6639.084,3.848890500796797,2022-01-01,SUPERETES,22.041553197042187
OTROS,FEBRERO 2020,1248.057751,1413,5444.292,4.362211600895702,2020-02-01,SUPERETES,22.152001124955326
OTROS,FEBRERO 2021,1525.872215,1243,5715.303,3.745597399189813,2021-02-01,SUPERETES,23.590843770644767
OTROS,FEBRERO 2022,1641.456824,1734,6193.44,3.773136100471687,2022-02-01,SUPERETES,21.46022636730097
OTROS,JULIO 2020,1502.734043,919,4613.635,3.070160699087856,2020-07-01,SUPERETES,22.42817797034501
OTROS,JULIO 2021,1547.075867,1576,5701.411,3.685282100001887,2021-07-01,SUPERETES,21.56270907342252
OTROS,JULIO 2022,1833.018752,1862,8191.594,4.468909001101152,2022-07-01,SUPERETES,22.68806832903595
OTROS,JUNIO 2020,1435.895748,891,4314.893,3.005018300256155,2020-06-01,SUPERETES,23.042526236956416
OTROS,JUNIO 2021,1519.821508,1474,5415.064,3.562960499964184,2021-06-01,SUPERETES,22.012403385390392
OTROS,JUNIO 2022,1781.474407,1822,7593.196,4.262309899128402,2022-06-01,SUPERETES,21.982239631029827
OTROS,MARZO 2020,1265.300451,1310,5490.012,4.338899899751952,2020-03-01,SUPERETES,21.8493287116864
OTROS,MARZO 2021,1468.007845,1442,5466.364,3.723661299643803,2021-03-01,SUPERETES,22.61406663449224
OTROS,MARZO 2022,1611.103637,1727,6714.262,4.167492298945136,2022-03-01,SUPERETES,21.759561688656284
OTROS,MAYO 2020,1409.409635,856,4260.312,3.0227634991299035,2020-05-01,SUPERETES,22.50528914801533
OTROS,MAYO 2021,1460.269451,1524,5466.329,3.743370099440641,2021-05-01,SUPERETES,21.652420738332424
