Manufacturer,Channel,Training Upto,November 2021,December 2021,January 2022,February 2022,March 2022,April 2022,May 2022,June 2022,July 2022,August 2022,September 2022,Overall MAE
PEPSICO,SUPERCADENAS,November 2021,,3.2099670098556032,2.945082107286929,2.1425811571829456,0.8469196569945936,1.9395379473954364,0.03033046276989637,2.451461181623955,4.063443373717014,3.3894281442361844,3.63048475237796,2.4649235793440516
PEPSICO,SUPERETES,November 2021,,0.3886013210280055,0.7859360242302813,1.6586381447351357,0.571565464320507,1.2413020506435473,0.4799608108125568,0.9006010192678744,0.38379332208359074,0.20119077795543205,1.0356534562416186,0.7647242391318549
RAMO,DTS,November 2021,,0.10904530848516547,0.23294516574735802,0.4578498044849004,0.5269714741006184,0.8221071141645813,0.6997283879419607,0.5826640338422928,0.7370061288480998,0.6506291349158175,0.6752862619899633,0.5494232814520759
RAMO,SUPERCADENAS,November 2021,,0.0950728764833948,0.3632941505229539,0.5375868276693225,0.4106308389518767,0.04403100698806428,0.29019021656918076,0.11878454875580191,0.016631909609594153,0.0626619482379156,0.16989584450381212,0.21087801682919166
RAMO,SUPERETES,November 2021,,0.37823334972020906,0.5282924354744769,0.4833106856733469,0.1667486484257772,0.11862449675600839,0.39146330041722077,0.8112524385814828,0.7734178374952991,0.4589996019029625,0.5193143112061618,0.4629657105652945
YUPI,DTS,November 2021,,0.08301047344904688,0.48877509026957355,1.1011387539228057,1.4697175689691306,2.1322180646191757,2.3159880694094497,2.547163945190288,2.432420870460522,2.698415620100887,2.4718769687849846,1.7740725425175863
YUPI,SUPERCADENAS,November 2021,,1.2421532656426937,1.5524627549197278,1.0458234497396512,1.736621115541392,2.3559969981916193,1.703853537921578,0.5316433675865699,0.9739998641825611,1.1627046289576004,1.186266459010116,1.3491525441693508
YUPI,SUPERETES,November 2021,,0.6864703506913905,0.24972406467827035,0.14143364643396517,0.1224870816204664,0.27496786421927233,0.08288241864585544,0.41319596115075363,0.13948455622597855,0.532896790922873,0.1632545524353528,0.2806797287024178
COMESTIBLES,DTS,December 2021,,,0.7217625716460798,0.5520771093945029,0.40417406991144134,0.8346323816902235,0.4640003892853226,0.8408332981891906,0.6225271600373361,0.36198797967135654,0.2919169040891507,0.5659902071016227
COMESTIBLES,SUPERCADENAS,December 2021,,,0.0677522701975013,0.2500365676828933,0.03996318085279471,0.7887950903790797,0.962370081592193,0.7515245455436479,1.141293659828034,0.621866445729935,1.0611788520000065,0.6316422993117873
COMESTIBLES,SUPERETES,December 2021,,,0.3061573946323257,0.10505916490213885,0.010052208335517676,0.12457163285840878,1.4174595592608394,1.6435482513880242,1.206604572586393,0.25104746614104734,0.24083033082588123,0.5894811756589529
OTROS,DTS,December 2021,,,0.1863723483967643,0.7684474544157212,1.3415812295160148,1.8366001190792485,2.3407143918201516,2.7386209655570166,2.9380551116330693,2.8863490479405414,3.30586670392138,2.0380674858088788
OTROS,SUPERCADENAS,December 2021,,,0.020348030036764442,1.8086654588692994,1.7741834213381082,1.2604651151565562,1.216056842674618,2.6229773521779833,6.350734647436177,5.315309951107572,5.455725324747256,2.8693851270604815
OTROS,SUPERETES,December 2021,,,0.4544501944169532,1.2154355861480113,0.14919768719712678,1.3573649340111729,0.36807224729740184,0.3428086093512981,2.458574110999489,1.7140931887631332,2.0869770409005888,1.127441511009464
PEPSICO,DTS,December 2021,,,1.896695247629566,2.673552766873158,2.7126135199173973,3.4040862000798455,4.285868039031008,4.666731308718795,4.403595093430965,4.330658696264521,4.637894562013173,3.6679661593287145
PEPSICO,SUPERCADENAS,December 2021,,,0.8416723949681995,0.6508263536608538,0.029551803974349866,0.6141508117386678,0.09026755955598276,2.0781879389861615,6.182336792388938,4.392641920028645,4.760747227726846,2.1822647558920716
PEPSICO,SUPERETES,December 2021,,,1.0687411777613178,1.1499879278881977,0.1569023019413791,1.4573219762786422,1.2709552813861151,1.8876564222161605,2.9486074256054238,1.536251268365497,1.7641241566592711,1.471171993122445
RAMO,DTS,December 2021,,,0.18848805672817326,0.27748747357021575,0.2572932305743918,0.01971353373471496,0.04364107897818048,0.08095618069119537,0.10183134725081677,0.10124095417981582,0.042660458543651636,0.12370136825012842
RAMO,SUPERCADENAS,December 2021,,,0.08451786987963139,0.2638935237677482,0.21063147957597472,0.20878578390921954,0.555498199437539,0.35965161840982685,0.36458002710623205,0.33112517974032674,0.26123476351616537,0.2933242717047404
RAMO,SUPERETES,December 2021,,,0.39212164636595714,0.2535523752615054,0.06503245746108277,0.20001693521113673,0.3155962253592124,0.6596043183805902,0.6810582951146307,0.25080257799330496,0.3579242584646636,0.35285656551245376
YUPI,DTS,December 2021,,,0.8000722708585659,1.075540729492726,0.7095649899155472,0.7525672330450863,1.5247943369037387,1.1682332256637906,0.9448441690113789,1.183562622832433,0.9974504954589989,1.0174033414646961
YUPI,SUPERCADENAS,December 2021,,,0.6690542248543103,1.6717691966590875,1.9952262777925327,2.4546252333650767,1.7131962843852353,0.9366623403256344,0.945111487769025,1.21340929706854,1.494922185504259,1.454886280858189
YUPI,SUPERETES,December 2021,,,0.08398805765392758,0.21394086861917927,0.38118465493510456,0.17540234462020088,0.19898029981290222,0.560903879857447,0.035512962865826836,0.17808680854538572,0.2057589566025353,0.22597320372361215
COMESTIBLES,DTS,January 2022,,,,0.2806985391252059,0.0008779235653140205,0.10294525814091138,0.2635237408663933,0.39963869122554385,0.11537782161463284,0.23065139228273068,0.2960470973585032,0.2112200580224044
COMESTIBLES,SUPERCADENAS,January 2022,,,,0.06412945225858335,0.1963642840825761,0.3070474876239464,0.40383946170143714,0.33031743416694814,0.568644918322835,0.0012441391801543134,0.7174657531069792,0.32363161630543247
COMESTIBLES,SUPERETES,January 2022,,,,0.2860000695922551,0.28444441273076393,0.4108855389351973,1.71448624776135,2.1018617975456166,1.7138106129047763,0.4432049649741785,0.6152955433895677,0.9462486484792132
OTROS,DTS,January 2022,,,,0.3206498843868175,0.13716289904470003,0.6156126815045777,0.9793476540883574,1.5415284239997895,1.7458470366364036,1.704902301980633,1.9499670968020393,1.1243772473054148
OTROS,SUPERCADENAS,January 2022,,,,3.0712006122379805,2.334096301551014,2.7472210190219144,2.9905078905713864,5.68624397636102,7.506326028287511,8.03792658031037,7.055528405727024,4.928631351758527
OTROS,SUPERETES,January 2022,,,,0.9922481704489741,0.15643623944111695,0.19167474467511525,0.14030812463987274,0.2113884486473978,0.8056670076712891,1.0110295938655263,1.432765701590931,0.6176897538725279
PEPSICO,DTS,January 2022,,,,0.0701880681401974,0.13658569139671783,0.5403352859666342,2.5630009647480634,4.355978744121529,3.954537104976211,3.9986181774528546,3.487912782892778,2.388394602461873
PEPSICO,SUPERCADENAS,January 2022,,,,1.8700712825621295,0.9887854004659218,0.27625342787223417,1.2519292948912408,5.335249512156089,6.834398476938247,6.537337629621817,6.047589324353609,3.642701793607661
PEPSICO,SUPERETES,January 2022,,,,0.9511672020914901,0.05852995137868078,0.7078618090251041,1.2048024111295064,1.5321652560867136,1.8093540128352643,0.3760633182462243,1.2661331981707207,0.988259644870463
RAMO,DTS,January 2022,,,,0.024767875911285486,0.01808070174608778,0.08875793406535415,0.06961413802190242,0.366146115787664,0.3151388668484105,0.4236447723226826,0.46586225879757626,0.2215015829376204
RAMO,SUPERCADENAS,January 2022,,,,0.22449004425453234,0.23835502645673623,0.4945521316912975,0.7086408817974701,0.24495018406981162,0.22583980774564116,0.444275657197883,0.16966972235730138,0.34384668194633417
RAMO,SUPERETES,January 2022,,,,0.009788550066673452,0.29556095757737566,0.11247812289580494,0.034748633480406355,0.548800028701649,0.4008319579262256,0.3133196259076074,0.3495594378482858,0.25813591430050353
YUPI,DTS,January 2022,,,,0.13490728931308915,0.29095136862218496,0.08946471961351321,1.2505154317714275,2.048665513108528,2.008929023106015,2.1007224954322616,1.3681305246516722,1.1615357957023364
YUPI,SUPERCADENAS,January 2022,,,,1.4897488261889515,1.3873016434592609,2.283462947082322,1.4337771755840985,0.43636171430206083,1.0147326619264385,1.0575574326708184,1.5557351121230854,1.3323346891671295
YUPI,SUPERETES,January 2022,,,,0.23513055116810477,0.36503917948834363,0.007176597481004521,0.3346270785115557,0.19049193589014735,0.30929164981456125,0.764851614685881,0.4323686089614931,0.3298721520001364
COMESTIBLES,DTS,February 2022,,,,,0.22101422150942795,0.5827858211779571,0.5772532788296658,0.8665903365883434,0.5349245221573344,0.6125346185674037,0.5898597942480688,0.569280370439743
COMESTIBLES,SUPERCADENAS,February 2022,,,,,0.16515588588947194,0.2187647041653431,0.40799240149738214,0.3850991127522887,0.5431628527318368,0.15033684959440663,0.40381690753413935,0.3249041020235527
COMESTIBLES,SUPERETES,February 2022,,,,,0.29934790458296234,0.8457549397092947,1.7849957433683574,1.7862579582768952,1.5707112789786652,0.3210286254834678,0.33572846171658277,0.9919749874451751
OTROS,DTS,February 2022,,,,,0.009219713414493569,0.6975510418622104,0.5911543671167045,0.8193862415310367,1.1165870348311344,1.1718933449478968,1.2216213581977904,0.8039161574144666
OTROS,SUPERCADENAS,February 2022,,,,,0.8917165206828628,0.31478630189545953,0.4881742825181732,1.3492034885127069,4.078855479264988,3.8339491130852537,2.5553698889337255,1.9302935821275955
OTROS,SUPERETES,February 2022,,,,,0.11513969026727722,0.49374703484286897,0.46782013086682994,0.12459460715471948,0.25631894128065724,0.6363486929306852,1.0764407053085066,0.4529156860930778
PEPSICO,DTS,February 2022,,,,,0.257661066522914,1.3214523398893547,3.16952227696013,4.292606262852061,4.4497446250044845,4.9489367803585935,4.449258679144293,3.2698831472474046
PEPSICO,SUPERCADENAS,February 2022,,,,,0.155088227956945,2.1661796002689684,0.8136555964834997,1.182705146777522,3.352308878660125,1.796772046870764,0.717624998976838,1.4549049279992374
PEPSICO,SUPERETES,February 2022,,,,,0.8254206493061886,1.2495360580071022,1.0187076815047362,1.0051579049779846,0.8764033311612422,0.40674780641234776,0.5229030593235109,0.8435537843847304
RAMO,DTS,February 2022,,,,,0.014197231163992186,0.1492227969506268,0.2193141891654813,0.2550623979417139,0.2863859600968257,0.3165530510629093,0.3567824677353739,0.22821687058813186
RAMO,SUPERCADENAS,February 2022,,,,,0.0557470522789818,0.42926189330388675,0.7168513843262412,0.4658888369053775,0.41199681173546576,0.6314924129277188,0.31394578984392574,0.4321691687602282
RAMO,SUPERETES,February 2022,,,,,0.0053193418176711305,0.2528530696729545,0.5219568114267457,0.8025297096271906,0.9230442097067799,0.8447485281524054,0.7815678973689044,0.5902885096818073
YUPI,DTS,February 2022,,,,,0.013229900434994946,0.19033827379980117,2.2204288201792437,2.861692082674397,3.0846190281128285,3.4810618679061927,2.994559994433817,2.120847138220182
YUPI,SUPERCADENAS,February 2022,,,,,0.8259018104713496,1.640896109234963,0.9929708961727952,0.08570861758208803,0.857712641601216,1.2553478036923673,1.9276160076470896,1.0837362694859813
YUPI,SUPERETES,February 2022,,,,,0.4162523962736273,0.16288715312789925,0.22348888042997217,0.14602426348300135,0.027582679391299436,0.5193765966740997,0.10769821033266602,0.22904431138750933
COMESTIBLES,DTS,March 2022,,,,,,0.3536041858120651,0.5189056803219216,0.9711206966855723,0.3134381833367694,0.14765829551984844,0.18406598495849202,0.4147988377724448
COMESTIBLES,SUPERCADENAS,March 2022,,,,,,0.5705183306740071,0.393955315947526,0.42719023828193015,0.6988509654426784,0.006122636917182955,0.5638445804005174,0.4434136779439737
COMESTIBLES,SUPERETES,March 2022,,,,,,1.0754155012969662,1.7277602463089163,1.6283380721957723,1.5777226111152345,0.5255814850644374,0.5522357580934312,1.181175612345793
OTROS,DTS,March 2022,,,,,,0.15977525386322888,0.21424212236893325,0.3503065537741783,0.4081115783692937,0.14725025497712707,0.600334870421813,0.31333677229576234
OTROS,SUPERCADENAS,March 2022,,,,,,0.4408527490122012,1.4212738949334707,0.39046989259890097,1.8170760415242242,0.9117424669611722,0.014316901004249871,0.8326219910057032
OTROS,SUPERETES,March 2022,,,,,,0.8195767594303263,0.7457369936339298,0.9763704002109215,1.379206016988313,1.781246488373661,1.8383922908589412,1.2567548249160154
PEPSICO,DTS,March 2022,,,,,,1.1537073095161432,1.9042329887384568,2.2355013530363266,1.0092719778208377,0.1554378579231468,0.09942820136632236,1.0929299480668722
PEPSICO,SUPERCADENAS,March 2022,,,,,,2.0211285366424008,2.740703974938967,0.25886438131254863,1.323434170537027,0.08889437373312603,0.5433870617000949,1.1627354164773607
PEPSICO,SUPERETES,March 2022,,,,,,1.4775817513758795,1.9748466074866897,2.5656257223476544,1.4204693486692221,0.3658239785111377,1.0130618814021304,1.4695682149654523
RAMO,DTS,March 2022,,,,,,0.22494925801152732,0.2491116353309737,0.2424932360033898,0.2719433172952743,0.26208656935733066,0.24477000185888098,0.24922566964289614
RAMO,SUPERCADENAS,March 2022,,,,,,0.28575739252307697,0.7251484000304385,0.1999397798798923,0.288661584279148,0.2963101020796839,0.2048261363967776,0.3334405658648362
RAMO,SUPERETES,March 2022,,,,,,0.6029007889995066,0.6910333032232527,1.028544273824333,1.025196437456124,0.9449987368487784,0.7783214077380665,0.8451658246816769
YUPI,DTS,March 2022,,,,,,0.8652771278523677,1.4201968213785925,1.1565673385799649,0.5596655334100458,0.41793246782319216,0.2709270849707526,0.7817610623358192
YUPI,SUPERCADENAS,March 2022,,,,,,1.8650367257811276,0.9882369959225636,0.35885596968837774,0.9038312521507077,0.6982041016974501,0.8880886046995871,0.9503756083233023
YUPI,SUPERETES,March 2022,,,,,,0.18549027964809994,0.19238267076709548,0.9894615237653062,0.5112628419781853,0.9960052580781902,0.5992447598121764,0.5789745556748422
COMESTIBLES,DTS,April 2022,,,,,,,0.4597988416109242,1.175967483351183,0.6593304956884367,0.5751129960756547,0.5164740912973613,0.677336781604712
COMESTIBLES,SUPERCADENAS,April 2022,,,,,,,0.6727020853587362,0.6166129140413519,0.6826239014082862,0.1844476261970125,0.6794361511302767,0.5671645356271326
COMESTIBLES,SUPERETES,April 2022,,,,,,,0.6142015636867839,0.22535285107577074,0.13109891877340907,1.5963098631738433,1.661887083580071,0.8457700560579756
OTROS,DTS,April 2022,,,,,,,0.0704845747078231,1.1579908210916567,0.9355823476618408,0.9054401607747486,1.4044236138982438,0.8947843036268626
OTROS,SUPERCADENAS,April 2022,,,,,,,1.3334681714238314,0.3320287725586084,1.7856302169167506,1.80928963472806,1.8404413926223242,1.420171637649915
OTROS,SUPERETES,April 2022,,,,,,,1.6260624804889083,1.0496588739887613,1.4132255612386686,1.158288235457551,1.306473176836004,1.3107416656019786
PEPSICO,DTS,April 2022,,,,,,,0.11357310815702704,2.4564531910141056,1.6013643122075152,1.5513359157071491,1.3160652473506929,1.407758354887298
PEPSICO,SUPERCADENAS,April 2022,,,,,,,1.4076932874460013,1.6899388332456056,2.4846915859166288,1.579123630199014,2.02334400091204,1.8369582675438578
PEPSICO,SUPERETES,April 2022,,,,,,,0.8074697385472192,0.6494059162746808,2.31744530113496,3.5996241251658674,3.352457135748999,2.1452804433743453
RAMO,DTS,April 2022,,,,,,,0.1110148433264273,0.01875847213325743,0.017903787098999757,0.12055273451410553,0.11625843204207031,0.07689765382297206
RAMO,SUPERCADENAS,April 2022,,,,,,,0.4166044494622203,0.10706338905860102,0.04343549135781455,0.10045510309205863,0.2251007438978596,0.1785318353737108
RAMO,SUPERETES,April 2022,,,,,,,0.2048225890012354,0.4658212656640215,0.4498546342421239,0.1286895940676649,0.1144444897182586,0.27272651453866087
YUPI,DTS,April 2022,,,,,,,0.305695464835269,0.1412533587045317,0.011452318241770953,0.04976997565737662,0.7210908898869768,0.245852401465185
YUPI,SUPERCADENAS,April 2022,,,,,,,0.3303227519186773,0.8483605357042494,0.02699802376620486,0.515068733818123,0.7216342867384107,0.48847686638913307
YUPI,SUPERETES,April 2022,,,,,,,0.4092137672561549,0.6407213723023482,0.32326618688074404,0.7163364324668215,0.26965238561467686,0.4718380289041491
COMESTIBLES,DTS,May 2022,,,,,,,,0.5013525647432218,0.053150369465740255,0.3541165523639993,0.4370934563258455,0.3364282357247017
COMESTIBLES,SUPERCADENAS,May 2022,,,,,,,,0.07332787418481157,0.16843897639449512,0.284610941614619,0.11471873199035354,0.1602741310460698
COMESTIBLES,SUPERETES,May 2022,,,,,,,,0.6173845328237757,0.8233643244574509,0.5121531798688697,0.23379258775504397,0.546673656226285
OTROS,DTS,May 2022,,,,,,,,0.6474581549389686,0.8934086442256284,0.8437158149723505,0.9316206236156184,0.8290508094381415
OTROS,SUPERCADENAS,May 2022,,,,,,,,0.34445353099545883,2.9752332641318233,2.448606447509775,1.872115212278736,1.9101021137289482
OTROS,SUPERETES,May 2022,,,,,,,,0.17730479595418203,0.3928459712058263,0.43238607131109674,0.5171084448774543,0.37991132083713985
PEPSICO,DTS,May 2022,,,,,,,,1.3288498991030124,0.9095193535904116,1.485431698339383,0.7376157646522827,1.1153541789212724
PEPSICO,SUPERCADENAS,May 2022,,,,,,,,1.7077596361118168,3.6526758784396023,2.3299949039197045,2.1214234116241926,2.452963457523829
PEPSICO,SUPERETES,May 2022,,,,,,,,0.9029658630259334,0.40679382931494956,0.05378327430925367,0.737449131416966,0.5252480245167757
RAMO,DTS,May 2022,,,,,,,,0.11833133573314081,0.0592932817765619,0.1745508297044993,0.14162542963987557,0.1234502192135194
RAMO,SUPERCADENAS,May 2022,,,,,,,,0.13950755404673165,0.21181671351156206,0.24729796161129203,0.40134363219706737,0.24999146534166328
RAMO,SUPERETES,May 2022,,,,,,,,0.4157117529669918,0.5355947123376108,0.3805806914411116,0.38607728350902537,0.4294911100636849
YUPI,DTS,May 2022,,,,,,,,0.06170784368768345,0.09633294187752028,0.1130485012985254,0.7727237449290474,0.26095325794819413
YUPI,SUPERCADENAS,May 2022,,,,,,,,1.1504706768848187,0.2971869244017329,0.08129856358674292,0.26675416484195313,0.4489275824288119
YUPI,SUPERETES,May 2022,,,,,,,,0.8785978791233493,0.5118701884009305,0.406564525689614,0.8402105578035908,0.6593107877543711
COMESTIBLES,DTS,June 2022,,,,,,,,,0.7005626196009018,0.3801688227895621,0.8852577486303801,0.6553297303402813
COMESTIBLES,SUPERCADENAS,June 2022,,,,,,,,,0.08509469750773846,0.42813922419026174,0.1013158899031783,0.20484993720039282
COMESTIBLES,SUPERETES,June 2022,,,,,,,,,0.4971381742939851,0.2843310342842873,0.2316896795836101,0.33771962938729416
OTROS,DTS,June 2022,,,,,,,,,0.10032825544082868,0.12578360848740466,0.06454679496312998,0.09688621963045445
OTROS,SUPERCADENAS,June 2022,,,,,,,,,1.8162463079877753,1.853739484658611,0.9704506540410449,1.5468121488958104
OTROS,SUPERETES,June 2022,,,,,,,,,0.4841908811543689,0.31234678434405794,0.7023440382098798,0.49962723456943553
PEPSICO,DTS,June 2022,,,,,,,,,0.8449486281708758,0.09705003937347101,1.4602510178166668,0.8007498951203379
PEPSICO,SUPERCADENAS,June 2022,,,,,,,,,0.9908735319275976,0.10451123274964402,0.3128498615695676,0.46941154208226976
PEPSICO,SUPERETES,June 2022,,,,,,,,,0.69038820442114,1.475612708968697,1.2734824582165984,1.1464944572021452
RAMO,DTS,June 2022,,,,,,,,,0.05494240508281667,0.08522284817721815,0.03911029082880102,0.05975851469627861
RAMO,SUPERCADENAS,June 2022,,,,,,,,,0.1424229805941124,0.010623468458646812,0.1112737453739241,0.0881067314755611
RAMO,SUPERETES,June 2022,,,,,,,,,0.2487895114608234,0.2248162164799119,0.24340173324022008,0.23900248706031846
YUPI,DTS,June 2022,,,,,,,,,0.010884651953677604,0.32367954372627317,0.5495567650519497,0.2947069869106335
YUPI,SUPERCADENAS,June 2022,,,,,,,,,1.0528904541620232,1.310465559260078,1.2932583710813566,1.2188714615011527
YUPI,SUPERETES,June 2022,,,,,,,,,0.4545459860999195,0.6541186738604523,0.09604700718287162,0.40157055571441447
COMESTIBLES,DTS,July 2022,,,,,,,,,,0.09204869733647847,0.259537601966894,0.17579314965168624
COMESTIBLES,SUPERCADENAS,July 2022,,,,,,,,,,0.2674876844789651,0.03637623008815005,0.15193195728355757
COMESTIBLES,SUPERETES,July 2022,,,,,,,,,,1.2281505742347871,1.2035535974730855,1.2158520858539363
OTROS,DTS,July 2022,,,,,,,,,,0.2930597020176897,0.3773331236526172,0.33519641283515345
OTROS,SUPERCADENAS,July 2022,,,,,,,,,,0.7176143100423289,0.3307063569048765,0.5241603334736027
OTROS,SUPERETES,July 2022,,,,,,,,,,0.7037566838565184,0.37420295266582215,0.5389798182611703
PEPSICO,DTS,July 2022,,,,,,,,,,0.1564828287546547,0.947579638657885,0.5520312337062698
PEPSICO,SUPERCADENAS,July 2022,,,,,,,,,,0.7419669005214118,1.5496348593656677,1.1458008799435397
PEPSICO,SUPERETES,July 2022,,,,,,,,,,0.5108778448319242,0.4094314585936871,0.4601546517128057
RAMO,DTS,July 2022,,,,,,,,,,0.11571235791035939,0.12355981296068164,0.11963608543552051
RAMO,SUPERCADENAS,July 2022,,,,,,,,,,0.019649293772966203,0.19796281294559304,0.10880605335927962
RAMO,SUPERETES,July 2022,,,,,,,,,,0.05725131568944697,0.05922815347532673,0.05823973458238685
YUPI,DTS,July 2022,,,,,,,,,,0.47320619134623776,1.1889349733042778,0.8310705823252578
YUPI,SUPERCADENAS,July 2022,,,,,,,,,,1.1724442323118245,1.453267545494537,1.3128558889031807
YUPI,SUPERETES,July 2022,,,,,,,,,,0.04373527014311129,0.3606910327382309,0.2022131514406711
COMESTIBLES,DTS,August 2022,,,,,,,,,,,0.18080837890063783,0.18080837890063783
COMESTIBLES,SUPERCADENAS,August 2022,,,,,,,,,,,0.05212466015812822,0.05212466015812822
COMESTIBLES,SUPERETES,August 2022,,,,,,,,,,,0.06765785976440597,0.06765785976440597
OTROS,DTS,August 2022,,,,,,,,,,,0.4574366356309518,0.4574366356309518
OTROS,SUPERCADENAS,August 2022,,,,,,,,,,,0.0688096444280788,0.0688096444280788
OTROS,SUPERETES,August 2022,,,,,,,,,,,0.340972374378147,0.340972374378147
PEPSICO,DTS,August 2022,,,,,,,,,,,0.38347934523280003,0.38347934523280003
PEPSICO,SUPERCADENAS,August 2022,,,,,,,,,,,0.6963681598924367,0.6963681598924367
PEPSICO,SUPERETES,August 2022,,,,,,,,,,,0.34823117491347944,0.34823117491347944
RAMO,DTS,August 2022,,,,,,,,,,,0.041605293368475404,0.041605293368475404
